customer_id,latent_0,latent_1,latent_2,latent_3
25509,0.20794556,-0.2603507,-0.138844,0.29765597
10857,0.30054048,0.13767356,-0.4440206,-0.3278893
21840,0.36186355,0.32882115,-0.5207147,-0.2688609
32685,0.2631126,0.48912385,-0.38950422,-0.5451247
36010,0.29441217,-0.10414393,-0.39148498,0.09956886
33428,0.44053385,0.21614079,0.14727058,-0.40194833
14887,0.33004937,0.2135575,-0.47548342,-0.3543072
20257,0.20524433,-0.20364761,-0.17113487,0.2525523
2780,0.23743285,-0.041669127,-0.18954416,-0.18772237
5728,0.3122654,-0.1754101,-0.051247243,0.13124052
11534,0.36326796,0.2452334,-0.54949176,-0.38172874
35858,0.23582156,0.6295835,-0.4428435,-0.71342444
21694,0.17777224,0.57420135,-0.37222582,-0.64377296
41179,0.44196534,-0.09028692,-0.5020204,-0.051784247
48271,0.32044962,0.12678675,-0.2944635,-0.3245172
21585,0.20363294,-0.00029263366,-0.22045332,-0.059264533
23148,0.3171281,0.5701554,-0.34752047,-0.5990227
46147,0.39240435,0.30254576,0.15700182,-0.449994
1117,0.34942347,0.11198143,-0.46455458,-0.2672894
22643,0.3525755,0.40533623,-0.5577302,-0.3666317
23396,0.22977549,0.16902593,-0.3536917,-0.3844901
34592,0.26480207,-0.0066554337,-0.32296708,-0.03396724
21335,0.3672437,0.02765277,-0.2497096,-0.14693078
28627,0.32672396,0.080868445,-0.42757282,-0.28822398
17642,0.28506398,0.112683766,-0.38621214,-0.30068406
23208,0.37187716,-0.09387957,-0.2886064,-0.041618437
48259,0.2632179,-0.12307537,-0.06753796,0.1980112
29207,0.3358607,0.023888439,-0.29401386,-0.07466094
34391,0.3555522,0.19052994,-0.40760753,-0.3966948
22301,0.24428289,-0.20581011,-0.17247552,0.17868976
41984,0.23348019,-0.031139303,-0.3975319,-0.007698405
28540,0.26101446,-0.028452957,-0.41561916,-0.07896569
29573,0.2801492,0.112819545,-0.40636748,-0.31580693
13506,0.23748228,0.008402398,-0.21514179,-0.028885107
34540,0.23975772,-0.04937602,-0.3961276,-0.050187696
44552,0.33489135,0.1385722,-0.28906226,-0.3145476
40461,0.2727925,-0.032427143,-0.2058768,-0.09268091
6629,0.29733226,-0.014487317,-0.39539716,-0.07613705
22914,0.21224105,-0.050398774,-0.386421,-0.0528729
21878,0.38222605,0.31672007,0.07413938,-0.53985876
39703,0.1948712,0.1987035,-0.35731995,-0.21755208
41077,0.29215452,-0.29088327,-0.13840711,0.23080261
23538,0.23024237,0.21071346,0.044787113,-0.2980223
10776,0.24098687,0.16472282,-0.34048784,-0.31359914
36628,0.13464007,-0.34756112,-0.41316533,-0.082570985
28688,0.13325553,0.2637342,-0.35273537,-0.32871494
30647,-0.025113437,-0.28979507,-0.4072182,-0.14064404
40267,0.32768953,-0.26313618,-0.049357194,0.14848407
26317,0.19736485,-0.22278596,-0.18732959,0.25061402
40469,0.30097553,-0.04557768,-0.36972922,-0.10152496
16348,0.27462003,0.04335499,-0.32527995,-0.2443286
17727,0.26320618,-0.2739031,-0.14028656,0.24556369
10271,0.2734856,-0.052013114,-0.37144473,-0.14665815
5338,0.16683193,0.19864686,-0.42565036,-0.25650194
14456,0.37780184,0.12634109,-0.30739367,-0.19269256
17042,0.29537222,0.21819489,-0.44377312,-0.33456466
39959,0.42862734,0.2653225,-0.52644324,-0.37479067
18565,0.15316257,0.19406234,-0.28687465,-0.2898898
26957,0.3059242,-0.03427422,-0.43397713,-0.1061421
31437,0.41669202,0.21638519,-0.56524307,-0.33484274
39168,0.3345117,0.22293597,0.12111971,-0.2891904
5499,0.24537472,-0.31553084,-0.16691312,0.26649636
40168,0.17585474,0.5008874,-0.36390552,-0.65765333
13803,0.27124038,0.06304542,-0.24688625,-0.27407306
15858,0.26356643,-0.008876442,-0.40907496,-0.07718839
26159,0.2772122,-0.016035063,-0.43214822,-0.05082942
44390,0.20604788,0.5011484,-0.2799193,-0.5663025
30626,0.22387457,-0.06576093,-0.3846496,-0.11449904
13597,0.31803882,0.3276776,-0.4797142,-0.2988458
28137,0.20621839,0.1419007,-0.33855876,-0.34190914
20894,0.15973546,0.008128626,-0.44614962,-0.33111313
1350,0.2593498,0.11174222,-0.4476382,-0.31058782
20116,0.42784816,0.25117278,0.20083982,-0.50511175
48048,0.22470671,0.5243906,-0.26044565,-0.66191804
24173,0.30222625,-0.26543128,-0.17952488,0.14144719
5715,0.26527882,-0.023500603,-0.35564542,-0.040622078
17715,0.20488694,0.2874729,-0.41447294,-0.30596158
12267,0.43004185,0.2378565,0.11400669,-0.46958596
1224,0.3287951,-0.06356131,-0.34293848,-0.091891475
27752,0.21428068,0.17935109,-0.23291317,-0.2906302
48406,0.21456967,0.10489706,-0.23373657,-0.25390598
33738,0.25949836,-0.25248605,-0.16787602,0.17837821
12610,0.36101955,0.5667057,-0.58094496,-0.7049241
27379,0.10752068,0.20833677,-0.34648272,-0.30653295
6228,0.28891695,0.11569841,-0.38440222,-0.3489845
20600,0.29602224,0.028657632,-0.37931588,-0.040720694
6485,0.22304465,-0.06908188,-0.34664503,-0.017758654
1528,0.36139607,0.14788754,-0.45738745,-0.38143834
11791,0.53727806,0.35243458,-0.56279033,-0.4173083
25752,0.2464627,0.15122855,-0.37978068,-0.1756411
11560,0.28746834,0.008618214,-0.34501147,-0.08004968
30102,0.26929438,-0.040338494,-0.21931954,-0.015139397
33938,0.37375242,0.19587488,0.087742105,-0.27387536
29451,0.1822301,0.513272,-0.41947562,-0.6556321
45413,0.39499262,0.15667512,0.11685029,-0.35542443
32109,0.29970554,-0.053221237,-0.4122345,-0.09001039
26394,0.11143328,-0.032034494,-0.341676,-0.0028174592
24795,0.2597762,-0.11161765,-0.31050667,-0.016022462
15351,0.2785969,-0.12438289,-0.3286429,-0.062926136
30168,0.35346884,0.00029772427,-0.2782105,-0.081451334
23964,0.3514122,0.2887292,-0.47177586,-0.23705477
47710,0.23547386,-0.0470543,-0.18067585,-0.058160402
47418,0.21374276,-0.018871218,-0.15190701,-0.058492538
35873,0.21526016,-0.030587802,-0.4459342,-0.03079868
27189,0.22798982,-0.023487352,-0.34276804,-0.026202677
8190,0.16298187,0.37952778,-0.3199392,-0.43999133
46991,0.37706214,0.45100003,-0.3296637,-0.6538645
2816,0.32960737,-0.13868828,-0.372838,0.062442243
31645,0.40384322,0.18643405,0.10541548,-0.37727845
29739,0.31604117,0.00086093287,-0.40977293,-0.044732504
21819,0.29016462,0.08799388,-0.34984154,-0.28309962
17669,0.29512265,0.15104783,-0.41045433,-0.24939933
49303,0.4102008,0.4003838,-0.41812122,-0.40921786
37229,0.34456542,-0.061062776,-0.455537,-0.00022893399
25940,0.27807868,0.59076357,-0.4043079,-0.74723536
20125,0.16445284,0.6350021,-0.4312717,-0.7223647
32785,0.2535075,-0.32509562,-0.24744949,0.18197778
23998,0.4162909,0.2534496,0.18709934,-0.4257103
47644,0.35386664,0.19221944,-0.33271292,-0.3358811
23301,0.37936312,0.6431069,-0.49506223,-0.7170782
40807,0.20277655,0.10235115,-0.35519618,-0.28899565
33205,0.28442565,-0.25759515,-0.17569238,0.17486647
46793,0.412722,-0.07781033,-0.25333697,-0.123107925
12182,0.41485432,0.30195194,-0.48618644,-0.30251136
48607,0.30356142,-0.1463969,-0.07839287,0.16436249
46748,0.4054865,0.28116223,0.15591523,-0.5332965
15560,0.28285196,0.045967307,-0.25586542,0.020648977
18464,0.2813369,-0.10562395,-0.42415836,-0.07253927
33179,0.4027285,0.34038022,-0.46834266,-0.3551434
30444,0.313382,-0.04347545,-0.3734027,-0.09751873
16031,0.23270683,0.0014002601,-0.23689592,-0.071166195
21329,0.28746048,-0.3451097,-0.18189064,0.24708836
31104,0.3107573,0.0574689,-0.28390712,-0.030611683
27702,0.2884463,0.47718257,-0.28022724,-0.64892256
48360,0.42906192,0.11423551,-0.3627194,-0.20002714
43287,0.23989247,-0.28664422,-0.23463011,0.22451085
15298,0.38020965,0.034962803,-0.42534354,-0.24970771
21318,0.2768167,0.5228875,-0.41114736,-0.66028976
15483,0.28298566,-0.00771675,-0.37111422,-0.067761645
4234,-0.03482149,-0.45620576,-0.44110066,-0.1850588
44210,0.12267217,-0.29942197,-0.23274758,-0.14478481
8019,0.26970705,-0.042255837,-0.3532466,-0.016014196
6229,0.2965466,-0.2998761,-0.20264755,0.17261441
34796,0.3088516,0.11185305,-0.40287837,-0.2932947
11679,0.33293545,0.1456139,-0.44600877,-0.2680105
48060,0.3187159,0.03514514,-0.27193227,-0.10510899
46913,0.41664854,0.21953289,0.004524166,-0.37583908
3433,0.31359598,0.28347716,-0.45288134,-0.2198476
8988,0.22669467,-0.17726836,-0.16968156,0.2117823
40712,0.40449277,0.19588877,-0.35139436,-0.40167558
35711,0.3832655,-0.053710245,-0.37477916,0.042039197
7922,0.203777,0.5468685,-0.3923056,-0.72144765
28475,0.29635698,0.0030545404,-0.37928998,-0.089782044
45129,0.3602727,0.01340679,-0.27452114,-0.068493
5753,0.28695115,-0.2354557,-0.24083644,0.12721261
32976,0.21630046,-0.09812746,-0.4102227,-0.0329794
47139,0.4823373,0.61172503,-0.44978493,-0.657458
26282,0.33782294,-0.042680454,-0.24983849,-0.10974815
39798,0.12104488,0.2477459,-0.3561969,-0.3303527
47342,0.3258449,0.13582276,-0.30486435,-0.33948854
30275,0.19989453,-0.00805797,-0.35351828,-0.105985865
34001,0.070225336,0.50633276,-0.29364085,-0.65350837
46299,-0.036432445,-0.41658708,-0.31502834,-0.21695313
4876,0.4294679,0.26554683,0.10157215,-0.4931506
12777,0.24464378,-0.22093727,-0.15698327,0.22012067
33438,0.32283384,-0.013428658,-0.41586778,-0.07011652
35747,0.08270045,0.11274053,-0.36661056,-0.22164345
13288,0.23551628,-0.06518286,-0.3269996,-0.09936333
3053,0.42204437,0.45957077,-0.57072634,-0.3988175
24648,0.21872231,0.04237809,-0.20840846,-0.29946065
36914,0.281201,0.12511261,-0.42337605,-0.3525328
22964,0.27547786,-0.0031376064,-0.35945603,-0.035590395
4072,0.40957507,0.2947118,-0.58543915,-0.2766807
23102,0.345612,0.1158601,-0.41486225,-0.35500816
44387,0.23283046,0.23099926,-0.25055265,-0.2266525
32484,0.20261386,0.43418467,-0.4135942,-0.628609
13793,0.30355936,-0.10569269,-0.38416716,-0.03731698
42903,0.18816826,0.4961302,-0.3596833,-0.68599397
28454,0.40965194,0.3636492,-0.51656884,-0.3984378
19201,0.3130889,0.008108397,-0.35516274,-0.08221701
1615,0.27500004,-0.31683064,-0.12278424,0.2256351
32428,0.17765984,0.49013433,-0.34144503,-0.64260167
8834,0.24435405,0.19486742,-0.38970077,-0.20622408
5326,0.4240436,0.1405088,0.06707312,-0.25621906
42118,0.3190924,-0.014662053,-0.35397184,-0.088278756
41144,0.411795,0.6248114,-0.57221955,-0.6777228
7302,0.2262844,-0.3055426,-0.18689731,0.28488517
34453,0.16923235,0.017203484,-0.30182555,-0.09196915
44902,0.36018863,0.23360544,-0.32773906,-0.25698942
47157,0.25747985,-0.0033021383,-0.18384254,-0.05178081
30006,0.2639859,-0.014412296,-0.19418174,0.04266331
40592,0.33354026,-0.027637472,-0.35942525,-0.11647634
29713,0.19306584,0.24354115,-0.44275486,-0.30450255
23287,0.42027253,0.61009747,-0.3769793,-0.7255951
26980,0.23001522,-0.10301372,-0.2414214,0.090866126
23838,0.2550926,-0.38277248,-0.17155834,0.2563698
38010,0.2891168,0.0071960436,-0.25951135,-0.052806277
9072,0.06466673,-0.40886417,-0.29876637,-0.13867286
35548,0.27027336,0.13094641,-0.40738666,-0.24664599
4093,0.4670046,-0.06717525,-0.32215446,0.027569583
46609,0.40630504,-0.025703054,-0.33399874,-0.06452591
13823,0.20947807,-0.039177183,-0.3149067,-0.08190529
30107,0.31740972,-0.23986824,-0.07549132,0.15335913
5054,0.4890183,0.45787472,-0.6051122,-0.46573216
4669,0.28632656,-0.29370108,-0.14613374,0.18263415
44021,0.3346005,-0.0013187565,-0.27538547,-0.07012932
4351,0.257659,-0.3209767,-0.148253,0.25661185
24255,0.2440233,0.6118446,-0.4269263,-0.70571756
15855,0.31629288,-0.24521394,-0.08287753,0.122873075
31422,0.25972354,-0.033401478,-0.3907616,0.0062893312
39993,0.28828076,0.14343517,-0.27563593,-0.25490007
23180,0.2639137,0.011504549,-0.40354693,-0.034980536
21865,0.12538658,0.21555282,-0.39682275,-0.32459322
11730,0.30082154,0.5600112,-0.32545114,-0.62146467
48982,0.35143128,0.14436448,-0.3010094,-0.29487777
39062,0.20651244,-0.040536895,-0.4331553,-0.043050136
957,0.06538681,-0.38174692,-0.49255988,-0.13036492
11773,0.35082114,0.027356183,-0.29620197,-0.10704832
21282,0.36056474,0.3290369,-0.52777076,-0.3446169
47970,0.3043344,0.048331596,-0.258716,0.003181618
11625,0.12019439,0.20320177,-0.33599487,-0.24661599
15859,-0.043295953,-0.42493835,-0.47614512,-0.17875193
43757,0.34649488,0.008345878,-0.19620413,-0.058816947
32179,0.26104975,-0.002250288,-0.36849308,-0.056627892
38221,0.4429163,0.24693893,-0.49015164,-0.21839222
49324,0.34517947,0.5128326,-0.3108169,-0.7036063
23398,0.33880448,0.18104239,-0.47007316,-0.39724252
46236,0.38976964,0.16828825,-0.34996104,-0.405608
46097,0.34737748,-0.245105,-0.068194345,0.13765228
36410,0.22239456,0.13666761,-0.3814279,-0.26439655
47119,0.2922682,-0.18252781,-0.06088838,0.17673957
45520,0.23213011,-0.118121326,-0.07884969,0.18158303
45010,0.2576371,0.570341,-0.25813285,-0.7239116
4218,0.2828292,-0.321222,-0.23055662,0.19152758
33405,0.34909704,0.23067343,-0.47876444,-0.3129919
21927,0.29370984,0.05844374,-0.42086133,-0.32011142
20927,0.42702526,0.44833532,-0.5710432,-0.44901508
14094,0.2658039,-0.36808753,-0.23039778,0.2389705
31494,0.33189178,-0.044120662,-0.3555699,-0.08013234
43014,0.26649964,0.10389052,-0.34220117,-0.21439219
48409,0.31800744,0.05018229,-0.28436586,-0.04981868
3054,0.42747465,0.3622031,-0.50406003,-0.3260114
16179,0.28879777,-0.2735814,-0.16218995,0.17768146
27983,0.1592867,-0.2644901,-0.23563598,0.22615087
45444,0.29849157,-0.18573761,-0.07923371,0.18700406
47479,0.21250561,0.24587747,-0.24805622,-0.3154709
7623,0.2780092,-0.36568606,-0.25429994,0.23113842
905,0.2159026,0.2228334,-0.3509153,-0.18458739
1029,0.13909873,0.6143164,-0.3942441,-0.6761815
44109,0.23617779,0.017384477,-0.21851961,-0.061249655
49598,0.021794992,-0.45163542,-0.30596122,-0.13247809
10697,0.3690435,0.275686,-0.33665648,-0.20782748
33619,0.25586307,-0.10904808,-0.3088608,0.03659506
40101,0.21423239,-0.13073613,-0.1754666,0.19192399
9687,0.24187857,0.0028395862,-0.3085106,-0.07423237
19037,0.3610969,-0.17202418,-0.36459854,0.0027966127
7027,0.2656245,0.06458454,-0.33304644,-0.29910046
10399,0.24075225,0.145918,-0.23573196,-0.3395549
29146,0.32153168,-0.09744419,-0.44012767,-0.042292334
20342,0.33587155,0.14205419,-0.4228268,-0.31176972
19823,0.3237226,0.007984383,-0.25277403,-0.060681384
13334,0.36890376,0.32794288,-0.45959923,-0.3327878
17408,0.14208324,-0.091109894,-0.3448529,-0.0006004272
2541,0.29778126,0.2092634,-0.38051865,-0.35729036
15319,0.19797517,0.5903407,-0.35303468,-0.68104374
22957,0.26186988,-0.26569712,-0.1410328,0.2179813
27687,0.22037736,0.48232877,-0.39940304,-0.66368365
23036,0.25059426,-0.31922823,-0.19654356,0.24851446
33400,0.2939553,-0.037280556,-0.26394314,-0.11927693
27657,0.39361718,0.2775457,-0.02076396,-0.38454625
44933,0.25613797,-0.14473036,-0.08119479,0.22366591
36428,0.31145748,-0.030983193,-0.3436045,-0.083746254
16946,0.23148113,0.14339116,-0.38562816,-0.27331734
35063,0.26368243,0.5542401,-0.3942241,-0.71421254
24769,0.27792776,0.2098166,-0.27933377,-0.34109563
44224,0.34666395,0.6540906,-0.33920136,-0.7753827
25739,0.3039645,-0.27429208,-0.18263538,0.14897406
44391,0.3254254,-0.25039095,-0.039733987,0.16706578
10577,0.066529185,0.097901404,-0.44705814,-0.20344576
22042,-0.06346504,-0.4254315,-0.43111667,-0.17990412
6631,0.24364802,0.54685,-0.39188293,-0.5924907
47640,0.24984528,-0.053088788,-0.20999348,-0.08592867
39194,0.24420957,-0.23053081,-0.005151535,0.25637126
21170,0.33554226,0.27683702,0.16499478,-0.35751155
45863,0.29865217,0.14193921,-0.27846414,-0.35361332
39079,0.27294812,-0.27733976,-0.12544294,0.25599658
28363,0.34252024,-0.29321483,-0.049715683,0.22544809
5406,0.28503093,0.0034453857,-0.3322178,-0.092723526
5608,0.23961712,-0.008883484,-0.30478257,-0.039929803
43608,0.2928707,0.16373132,-0.36518654,-0.37045303
671,0.3109692,-0.27055544,-0.029166203,0.20624878
24233,0.18912183,0.16169381,-0.32960787,-0.3513169
14485,0.2173423,0.52229637,-0.41013196,-0.6101142
30564,0.3159149,-0.17760085,-0.3624009,-0.002005954
12023,0.30063674,0.15005507,-0.37230384,-0.31261727
2522,0.26785514,-0.02230551,-0.3233139,-0.0730021
26021,0.2682313,-0.29107752,-0.16939354,0.22589353
22850,0.34372526,0.27947304,0.17919032,-0.38636547
12820,0.26366785,0.52423966,-0.44863564,-0.7177497
5987,0.29797366,-0.346957,-0.18674268,0.19967693
25084,0.123828456,0.6534042,-0.42676464,-0.70906985
36405,0.35240534,0.25613576,-0.5023661,-0.27405745
30240,0.18656793,-0.18072744,-0.36480552,-0.109698854
16069,0.18597107,0.1921316,-0.39323917,-0.33172995
45259,0.20693025,-0.21488905,-0.015327145,0.2501994
17146,0.28960738,0.3701766,-0.5262126,-0.37576365
34458,0.3215725,0.04646633,-0.3682172,-0.08028541
3436,0.40322635,0.2893359,0.072468445,-0.51149327
33292,0.2907329,0.012800468,-0.373153,-0.021761086
6992,0.25398853,-0.09763434,-0.45931253,-0.07496263
38492,0.23147187,0.12204763,-0.31935546,-0.30944604
26860,0.4075033,0.23593053,-0.48936185,-0.32629192
19192,0.33857897,-0.10111468,-0.34748894,-0.040683337
20367,0.35228506,-0.078595914,-0.34516394,-0.00077529973
8703,0.34278682,-0.014719465,-0.23627725,-0.09012063
41183,0.19804168,-0.28296497,-0.21395266,0.2880697
45227,0.37768924,0.17793013,-0.3210643,-0.38185272
15452,0.33380795,0.33349988,-0.48214078,-0.40437558
31679,0.24949105,0.025072727,-0.35628393,0.02363211
10199,0.396089,0.33935186,0.1567601,-0.48652864
22376,0.322435,-0.07906444,-0.4188016,-0.03915645
12971,0.39147267,0.24862537,0.05706104,-0.436611
5641,0.30398136,0.3832832,-0.4688733,-0.35113186
32102,0.3872011,0.24541916,-0.3668137,-0.3907555
34800,0.150751,0.15551373,-0.43001196,-0.23928747
36923,0.20870893,0.11442318,-0.32781187,-0.33102942
3405,0.33552587,0.60545737,-0.4432598,-0.7568812
46369,0.09451515,0.4829261,-0.18450567,-0.59111965
198,0.25758377,-0.045881324,-0.4030036,-0.10676003
35098,0.3526965,0.4079942,-0.4630652,-0.4192529
15871,0.27464497,-0.3430499,-0.16062985,0.20211297
4177,0.30151734,-0.2564067,-0.25375655,0.12375388
13948,0.3658177,-0.03190392,-0.24553166,-0.094540685
46803,0.31219915,-0.05522929,-0.24294396,-0.10181703
11930,0.22155407,0.6129764,-0.47301847,-0.6736633
1714,0.32759094,0.13872199,-0.3762213,-0.262109
28762,0.36999893,0.30085778,-0.34565166,-0.43214655
35113,0.35170335,0.1256628,-0.424674,-0.34854352
36693,0.2637258,-0.08701016,-0.35913044,-0.035147566
12049,0.3072652,0.15583786,-0.37708065,-0.3090193
13065,0.23811947,-0.17444244,-0.06626972,0.21966231
11720,0.27914816,-0.029346347,-0.32990772,-0.06684077
41057,0.19633815,-0.0026417172,-0.33030608,-0.31437385
18713,0.22014059,-0.1780991,-0.3347356,0.03655426
36483,0.23066859,-0.06129122,-0.3497072,0.023072654
37986,0.272615,0.54930866,-0.43422896,-0.72011536
8080,0.23245594,-0.32280874,-0.35277972,0.21611996
30987,0.2460087,0.25674668,-0.45325032,-0.26551515
35982,0.31415907,-0.29133064,-0.19571912,0.07664741
43959,0.38072762,0.037535634,-0.32524377,-0.0073519587
37719,0.33984357,0.16900457,-0.42160276,-0.34572628
18802,0.20986079,0.1152265,-0.3038269,-0.35055062
4375,0.43223166,0.33759126,-0.58427745,-0.30479184
12573,0.31353888,-0.33199015,-0.13971783,0.22555369
29531,0.37120444,0.2397576,-0.43332195,-0.32975015
15235,0.29442903,-0.4126508,-0.22279924,0.24403678
2902,0.3743001,0.19841534,0.11281261,-0.3992626
7269,0.22593997,-0.21060133,-0.14816304,0.24900748
44724,0.28405213,0.07342395,-0.24483022,-0.026580602
27263,0.27603638,-0.28839833,-0.27418408,0.14632085
17246,0.25311384,0.008611223,-0.32520294,-0.07356686
25549,0.41048315,0.3043127,-0.017764548,-0.49705535
43151,0.30431688,0.21539314,-0.38719,-0.32934642
29662,0.33540934,-0.032599527,-0.41372252,-0.060855526
33166,0.3245919,0.121754095,-0.49374208,-0.28338492
2803,0.38403186,0.2119544,-0.42865884,-0.35399976
45907,0.41057694,0.4443919,-0.3790887,-0.5731229
9242,0.21213208,0.21050645,-0.38117456,-0.32278788
27355,0.4867213,0.433011,-0.46257806,-0.36066452
887,0.33969703,-0.26951438,-0.022988066,0.16107495
25747,0.273865,0.28802451,-0.45231128,-0.28422695
19852,0.026876038,-0.38390407,-0.29877478,-0.16992188
46939,0.2987148,0.3816907,-0.28093892,-0.5829535
27533,0.2657377,-0.3686308,-0.14199248,0.15575168
42980,0.4384802,0.30331385,0.12959507,-0.5362756
12934,0.2185895,-0.32619593,-0.26003635,0.2792722
154,0.17057319,0.38680494,-0.3507607,-0.46502835
19334,0.2634126,-0.018652769,-0.34982303,-0.046894822
14022,0.43143082,0.2623943,0.15193993,-0.5027518
25516,0.2778712,-0.042387277,-0.45019126,-0.06287842
46588,0.34994084,0.025217079,-0.29093036,-0.24267188
9922,0.2565153,0.005041255,-0.35353103,0.03332996
6005,0.42476246,0.15117842,0.192653,-0.30000585
2423,0.20274572,0.20204182,-0.23318179,-0.2541176
22522,0.23115703,-0.32031605,-0.28608203,0.21835272
15685,0.18051803,0.6622077,-0.42436123,-0.7169355
44350,0.31781554,0.2172072,-0.3010766,-0.3493948
36625,0.3337072,0.32010606,-0.46090952,-0.30247223
18709,0.30446535,0.62359536,-0.46011072,-0.72659457
39297,0.17989703,-0.2801896,-0.12698998,0.17581749
39494,0.23810725,0.18205978,-0.41392347,-0.343091
8368,0.27847677,-0.007860074,-0.36739248,-0.091549315
16299,0.26622328,-0.082632676,-0.34402576,-0.008486156
27799,0.37556025,0.3072737,-0.34509063,-0.30674157
36846,0.2960014,0.6057619,-0.4245054,-0.74039465
