customer_id,cluster
198,5.0
35098,3.0
15871,0.0
4177,0.0
13948,5.0
46803,5.0
11930,2.0
1714,5.0
28762,6.0
35113,7.0
36693,5.0
12049,3.0
13065,0.0
11720,5.0
41057,7.0
18713,5.0
36483,5.0
37986,2.0
8080,0.0
30987,3.0
35982,0.0
43959,5.0
37719,7.0
18802,7.0
4375,3.0
12573,0.0
29531,7.0
15235,0.0
2902,1.0
7269,0.0
44724,5.0
27263,0.0
17246,5.0
25549,1.0
43151,7.0
29662,5.0
33166,7.0
2803,7.0
45907,2.0
9242,7.0
27355,3.0
887,0.0
25747,3.0
19852,4.0
46939,2.0
27533,0.0
42980,1.0
12934,0.0
154,2.0
19334,5.0
14022,1.0
25516,5.0
46588,7.0
9922,5.0
6005,1.0
2423,7.0
22522,0.0
15685,2.0
44350,7.0
36625,3.0
18709,2.0
39297,0.0
39494,7.0
8368,5.0
16299,5.0
27799,3.0
36846,2.0
46770,2.0
47535,6.0
25466,5.0
41971,2.0
3038,1.0
12719,7.0
38430,1.0
37942,3.0
36306,5.0
16024,5.0
40473,0.0
39686,5.0
21157,3.0
34757,3.0
22979,7.0
16810,5.0
36746,1.0
48008,2.0
48276,7.0
10305,0.0
35954,7.0
40825,3.0
19897,0.0
220,3.0
46736,7.0
30326,6.0
24612,5.0
46644,1.0
15052,7.0
27800,5.0
37835,4.0
14044,5.0
42927,5.0
32746,5.0
31174,3.0
19123,0.0
12773,7.0
1933,6.0
36451,5.0
41019,2.0
12352,5.0
2796,0.0
49097,0.0
22525,2.0
45831,7.0
22029,5.0
31462,2.0
2947,3.0
9681,2.0
19397,0.0
658,5.0
40840,7.0
38488,5.0
5272,7.0
41927,0.0
13136,7.0
29676,1.0
35654,0.0
21231,5.0
28833,5.0
49329,7.0
14451,0.0
17900,7.0
27107,6.0
48072,7.0
34535,5.0
28866,7.0
6122,5.0
5362,5.0
11783,1.0
2705,5.0
9609,6.0
25207,2.0
44218,1.0
24872,0.0
40628,5.0
21785,0.0
13343,4.0
25376,0.0
16976,5.0
45080,2.0
8189,4.0
4327,5.0
48823,2.0
7011,0.0
28826,2.0
37796,2.0
41076,8.0
17570,6.0
14813,3.0
44379,4.0
10405,5.0
32660,2.0
21320,5.0
8578,7.0
1433,0.0
32404,0.0
45046,3.0
6492,5.0
29630,0.0
3152,5.0
15950,0.0
24647,5.0
27313,2.0
15121,1.0
38269,4.0
47798,0.0
8323,6.0
25522,0.0
23882,1.0
5831,0.0
37087,7.0
38390,2.0
43863,6.0
7430,0.0
37258,0.0
23927,5.0
48961,0.0
13383,1.0
6155,3.0
49556,2.0
23111,5.0
42486,2.0
48673,2.0
13688,4.0
7476,3.0
19801,6.0
7026,1.0
36790,3.0
40270,5.0
1018,5.0
16445,3.0
27287,3.0
15449,1.0
1800,0.0
37484,6.0
32818,0.0
6126,0.0
9795,7.0
25767,3.0
38400,5.0
29671,3.0
17380,5.0
31659,5.0
3809,2.0
39393,5.0
28020,0.0
8249,1.0
25094,3.0
7648,7.0
41574,7.0
17703,7.0
43450,5.0
13318,7.0
41032,0.0
43301,2.0
11902,5.0
34609,2.0
10270,5.0
18400,7.0
35868,0.0
3311,2.0
34108,1.0
16772,7.0
42448,2.0
17303,1.0
22718,5.0
49848,7.0
25127,1.0
34811,5.0
27463,5.0
31185,0.0
48358,2.0
48520,1.0
15908,7.0
24211,0.0
6323,0.0
6287,0.0
9029,7.0
31261,5.0
30752,1.0
1297,5.0
27252,3.0
42385,2.0
43120,8.0
49025,1.0
20423,0.0
19002,7.0
11596,1.0
3832,5.0
44495,7.0
15044,0.0
8243,0.0
26667,2.0
6756,0.0
49432,1.0
7162,5.0
5034,6.0
22544,5.0
8850,0.0
26619,3.0
30780,5.0
7803,0.0
40008,7.0
44076,2.0
41430,5.0
45844,5.0
16575,7.0
1335,4.0
17356,2.0
42990,2.0
38698,2.0
16010,2.0
14163,3.0
26464,5.0
11302,2.0
41886,2.0
27034,7.0
6811,7.0
48173,5.0
32719,3.0
39684,7.0
18586,1.0
20271,5.0
28361,6.0
39528,7.0
27622,1.0
14562,5.0
4871,0.0
18003,2.0
15474,7.0
15290,7.0
9276,7.0
30750,3.0
18528,5.0
33437,0.0
6150,7.0
5912,7.0
8380,1.0
35663,7.0
29931,3.0
34991,7.0
5586,2.0
7545,5.0
35006,5.0
5248,0.0
11494,2.0
19483,3.0
9598,4.0
49044,2.0
21660,2.0
35636,2.0
27579,5.0
40771,4.0
30659,7.0
8007,0.0
17218,1.0
36544,5.0
31270,0.0
20445,2.0
20178,1.0
39236,2.0
33477,2.0
28719,3.0
37264,5.0
22211,7.0
18539,2.0
5508,0.0
34504,0.0
37713,1.0
46767,4.0
35398,0.0
12307,3.0
31384,5.0
22384,0.0
25390,2.0
11311,7.0
47785,0.0
22340,1.0
31587,0.0
2430,5.0
48196,2.0
49227,4.0
8701,5.0
5519,7.0
14429,7.0
36259,7.0
49137,6.0
4835,3.0
12945,5.0
48013,3.0
20962,5.0
14721,5.0
34579,5.0
6716,2.0
42886,2.0
38398,7.0
26648,3.0
3741,2.0
20204,5.0
9109,2.0
47269,7.0
1477,2.0
42128,5.0
7032,5.0
3647,8.0
44483,7.0
39006,2.0
48111,1.0
35959,7.0
11986,5.0
15324,7.0
27632,0.0
40099,3.0
17802,5.0
4608,5.0
16882,5.0
9083,4.0
42390,6.0
35290,7.0
18255,2.0
28105,1.0
20281,2.0
3197,0.0
9637,2.0
15736,6.0
36935,2.0
8222,2.0
13290,3.0
49830,0.0
8199,5.0
47813,1.0
9479,3.0
11429,7.0
10472,1.0
31307,7.0
42882,7.0
21481,0.0
1023,7.0
12302,5.0
47462,2.0
7008,5.0
30897,6.0
11990,3.0
43534,7.0
42171,7.0
43119,2.0
3540,0.0
4626,1.0
11823,5.0
43513,1.0
37869,7.0
28747,5.0
4501,7.0
45370,5.0
25463,2.0
44866,2.0
32531,7.0
2031,3.0
45336,5.0
11355,1.0
26243,6.0
11566,7.0
17604,5.0
5932,3.0
7120,0.0
2647,5.0
8822,0.0
20218,7.0
19395,1.0
22070,5.0
33522,7.0
33903,7.0
35609,6.0
24657,0.0
26646,3.0
49381,1.0
22329,5.0
33385,5.0
32171,6.0
5943,3.0
22460,6.0
23112,7.0
11175,5.0
5963,7.0
14922,5.0
4064,2.0
11320,5.0
25003,5.0
9202,5.0
32812,7.0
14307,5.0
29399,2.0
46356,5.0
22848,5.0
13118,0.0
14045,1.0
30790,2.0
39300,1.0
30512,1.0
28903,2.0
9924,5.0
41181,2.0
13474,3.0
30138,0.0
8167,3.0
32340,2.0
28085,3.0
2389,5.0
25154,1.0
6285,2.0
15040,7.0
33488,0.0
17901,1.0
47032,5.0
19500,1.0
34416,6.0
21250,7.0
1155,1.0
16217,7.0
36342,6.0
10450,2.0
40445,3.0
19986,3.0
29909,5.0
14747,1.0
10455,0.0
45325,7.0
27169,5.0
7206,0.0
45891,2.0
15651,5.0
23321,5.0
31052,5.0
49782,2.0
29825,8.0
12576,2.0
27730,6.0
15715,5.0
29798,5.0
15600,3.0
48307,7.0
34514,1.0
7267,5.0
1099,3.0
3282,0.0
14062,2.0
13441,5.0
3480,3.0
36488,3.0
20062,5.0
15705,3.0
36535,5.0
39951,7.0
6628,2.0
10750,0.0
30328,0.0
22585,7.0
2634,3.0
39323,0.0
33872,5.0
1381,5.0
10510,5.0
18579,5.0
9196,6.0
27227,1.0
45103,3.0
42384,0.0
36048,0.0
18589,4.0
12834,3.0
13277,2.0
47520,7.0
737,5.0
23385,6.0
2041,5.0
42657,2.0
45410,2.0
19130,1.0
12872,4.0
19679,5.0
28259,7.0
43658,2.0
37725,0.0
26460,0.0
16403,2.0
21042,0.0
47142,3.0
17049,2.0
27494,1.0
28370,7.0
47481,3.0
2604,7.0
15344,5.0
17929,3.0
23873,3.0
27539,7.0
47321,3.0
32165,6.0
10888,0.0
1447,1.0
28228,0.0
16151,2.0
23951,2.0
12139,5.0
7279,7.0
32707,5.0
44452,1.0
10104,1.0
4508,7.0
2147,0.0
40522,1.0
39396,7.0
37164,2.0
20243,0.0
44086,5.0
287,0.0
2167,3.0
22758,5.0
45233,5.0
27280,0.0
39052,0.0
41285,2.0
12035,0.0
12048,2.0
22232,5.0
24623,5.0
24849,3.0
29165,7.0
2469,5.0
20283,3.0
34474,5.0
37738,2.0
19647,6.0
20933,5.0
18596,4.0
30687,5.0
28392,1.0
10921,5.0
40685,7.0
30657,5.0
29754,7.0
48012,2.0
8003,7.0
43998,7.0
28504,0.0
23041,2.0
27944,2.0
38580,7.0
34450,0.0
12376,7.0
24170,3.0
3068,5.0
44668,4.0
37409,5.0
977,3.0
27491,7.0
41550,7.0
17358,7.0
43570,7.0
25124,5.0
28246,3.0
26926,6.0
38163,7.0
8192,5.0
7670,5.0
7772,7.0
28409,3.0
30016,3.0
46730,5.0
29305,5.0
6390,3.0
29406,1.0
39540,7.0
6552,4.0
42668,3.0
22162,7.0
14996,2.0
3547,5.0
6625,4.0
9270,1.0
8017,2.0
40654,0.0
25794,1.0
19789,0.0
9854,3.0
9104,1.0
5186,7.0
45016,3.0
2712,0.0
1247,2.0
26147,3.0
11066,3.0
6432,1.0
47881,2.0
24418,3.0
2574,1.0
5945,7.0
15901,5.0
25206,3.0
4456,5.0
41254,0.0
35586,7.0
45782,3.0
46657,6.0
43317,5.0
12803,6.0
19944,2.0
7512,7.0
16603,0.0
49786,0.0
30024,0.0
6977,7.0
15493,7.0
14527,0.0
25699,6.0
34807,7.0
12865,3.0
15896,1.0
43960,4.0
21139,5.0
10634,0.0
12451,6.0
8355,7.0
10409,0.0
33986,1.0
26588,0.0
40527,6.0
7581,0.0
38543,1.0
16020,4.0
32513,2.0
3055,3.0
42495,4.0
1263,7.0
35433,5.0
33624,0.0
2998,5.0
36512,5.0
1092,7.0
19635,2.0
62,0.0
22196,1.0
35666,7.0
20287,1.0
14221,1.0
44184,7.0
5954,5.0
35946,5.0
39830,5.0
24680,2.0
26737,6.0
21884,1.0
24335,7.0
11443,7.0
23866,7.0
7466,7.0
15446,7.0
30116,5.0
15197,7.0
32683,5.0
49055,2.0
31128,1.0
4455,3.0
45228,0.0
31563,3.0
39003,2.0
39573,2.0
44035,5.0
26455,7.0
1031,3.0
22949,5.0
7049,3.0
35233,7.0
8303,4.0
29053,7.0
34699,2.0
48976,2.0
42719,6.0
33489,7.0
40643,0.0
32553,1.0
12473,5.0
8119,3.0
9531,5.0
26567,3.0
13872,5.0
21845,3.0
35534,5.0
16721,0.0
40613,7.0
11281,7.0
7312,2.0
40016,7.0
20379,5.0
15893,6.0
45629,2.0
19450,3.0
4210,7.0
42457,1.0
31097,2.0
19644,2.0
6410,7.0
48241,1.0
38863,1.0
33795,5.0
12120,7.0
16166,7.0
42580,5.0
16212,1.0
7967,5.0
27362,0.0
637,8.0
34753,2.0
16654,1.0
524,2.0
25915,2.0
34993,5.0
21021,3.0
16620,4.0
23776,2.0
10515,5.0
6501,3.0
7953,2.0
42439,7.0
45908,0.0
35898,6.0
49873,0.0
21877,0.0
44395,5.0
31537,5.0
6836,6.0
22210,7.0
39183,5.0
14117,7.0
10161,3.0
25625,0.0
18861,0.0
5547,5.0
18942,3.0
6303,0.0
46891,7.0
2303,5.0
28946,3.0
46437,1.0
15256,5.0
22356,8.0
38927,2.0
31464,7.0
31925,0.0
17876,2.0
9417,5.0
35412,2.0
36399,3.0
23965,3.0
17281,7.0
40780,2.0
26041,3.0
20667,2.0
8494,2.0
31716,1.0
39758,1.0
18849,0.0
21237,7.0
43643,5.0
24508,0.0
13486,1.0
49193,5.0
38421,5.0
13031,7.0
38153,7.0
41389,5.0
46407,5.0
34244,5.0
17838,6.0
13267,0.0
26821,7.0
42435,5.0
39210,4.0
30672,5.0
31024,2.0
21756,0.0
18353,5.0
3659,2.0
12853,3.0
41042,0.0
33780,5.0
23569,1.0
14144,0.0
29889,7.0
15117,5.0
42098,0.0
18678,7.0
31680,5.0
39571,2.0
36943,0.0
49956,7.0
46923,4.0
41288,6.0
37843,2.0
15678,1.0
33640,5.0
1691,5.0
35653,0.0
38935,1.0
18558,7.0
33811,1.0
40679,0.0
3694,0.0
6618,5.0
20108,6.0
2455,0.0
14251,2.0
8986,2.0
39486,5.0
35703,1.0
42760,5.0
15005,1.0
32688,7.0
3143,0.0
45570,7.0
42825,7.0
23198,2.0
2060,5.0
213,2.0
4579,7.0
32079,5.0
45838,0.0
16401,7.0
46404,0.0
22608,1.0
5274,1.0
22565,7.0
46518,1.0
46326,0.0
30192,7.0
19446,1.0
44381,5.0
38494,6.0
29309,7.0
44718,3.0
10655,3.0
35583,5.0
36215,2.0
14903,6.0
19979,2.0
23899,3.0
14241,5.0
33844,6.0
34345,0.0
23232,0.0
37371,2.0
11283,0.0
941,0.0
8328,3.0
27012,3.0
35824,0.0
23816,1.0
16940,5.0
15309,5.0
44680,5.0
12888,2.0
48130,2.0
31353,3.0
33843,6.0
2913,3.0
30368,5.0
8105,0.0
35552,2.0
10301,5.0
24330,5.0
43951,0.0
44892,1.0
1041,7.0
3889,7.0
8619,6.0
3142,0.0
6364,5.0
26702,3.0
27870,2.0
44444,3.0
10157,7.0
40239,5.0
1588,0.0
15652,3.0
18743,2.0
27065,7.0
29486,6.0
45639,2.0
21114,1.0
43718,3.0
43422,7.0
37833,5.0
15954,3.0
6029,7.0
14888,3.0
47398,0.0
5856,1.0
20149,6.0
2711,7.0
10955,2.0
39298,1.0
10551,5.0
26055,7.0
25243,3.0
34031,0.0
5910,1.0
37456,2.0
10109,5.0
19300,6.0
32273,3.0
45429,4.0
27812,6.0
20127,7.0
30990,1.0
38070,5.0
11470,3.0
4237,2.0
1320,7.0
10401,3.0
22577,0.0
30566,0.0
17205,1.0
16053,5.0
31020,5.0
30986,2.0
41916,0.0
30677,7.0
28328,3.0
25919,8.0
3507,5.0
36268,1.0
1709,4.0
16454,3.0
11874,4.0
33965,4.0
36507,0.0
46254,5.0
30748,5.0
5861,5.0
42923,3.0
40943,2.0
25165,3.0
37338,5.0
28736,0.0
29374,5.0
3454,3.0
22212,1.0
8218,6.0
25615,4.0
17651,5.0
45741,0.0
44916,7.0
29168,2.0
8873,0.0
25107,1.0
11095,5.0
21859,7.0
40200,2.0
22304,5.0
46394,3.0
29822,0.0
43502,7.0
7703,2.0
4858,5.0
25371,7.0
21539,0.0
16804,4.0
30262,2.0
25757,0.0
5389,0.0
6973,5.0
6031,5.0
15477,1.0
13245,1.0
34042,3.0
33163,1.0
35242,1.0
45261,5.0
2432,7.0
18072,1.0
4546,0.0
11511,1.0
29908,7.0
8413,2.0
24572,5.0
28880,2.0
15131,3.0
36398,3.0
41627,5.0
4026,1.0
41342,0.0
39112,2.0
1921,5.0
46807,0.0
14842,3.0
14683,2.0
16921,5.0
34776,5.0
26072,0.0
4071,7.0
39722,5.0
12950,5.0
47055,0.0
31290,5.0
2620,3.0
33835,2.0
39492,2.0
24310,5.0
22583,5.0
31341,2.0
8717,2.0
28415,0.0
36812,5.0
37049,0.0
43841,5.0
8742,5.0
19751,5.0
49579,0.0
180,2.0
37400,3.0
11722,7.0
377,3.0
23595,3.0
45209,5.0
40397,5.0
42509,2.0
41776,5.0
24747,2.0
36678,7.0
44798,2.0
16444,3.0
17763,8.0
30331,5.0
15577,4.0
2909,5.0
29371,3.0
42757,3.0
8582,0.0
6153,8.0
46332,6.0
15513,0.0
6907,3.0
40014,0.0
47218,3.0
34490,6.0
338,3.0
33552,0.0
17345,5.0
10163,6.0
24615,1.0
11403,7.0
41899,7.0
42968,1.0
27841,5.0
34785,0.0
19047,3.0
46149,7.0
6533,6.0
37051,6.0
16707,5.0
11297,0.0
43618,5.0
40810,7.0
9232,3.0
1701,6.0
47101,3.0
20150,5.0
49781,7.0
13772,2.0
1793,5.0
216,7.0
47368,7.0
23528,7.0
33063,2.0
10564,5.0
15911,7.0
26881,2.0
7875,7.0
10098,5.0
39920,3.0
38316,5.0
26163,5.0
17778,5.0
11871,7.0
3928,5.0
44093,5.0
20432,0.0
38191,4.0
5692,2.0
11451,7.0
15437,7.0
19019,5.0
25986,0.0
15475,0.0
20424,0.0
14368,1.0
27040,0.0
39711,7.0
13683,0.0
38670,1.0
39331,7.0
17676,7.0
147,1.0
17016,3.0
4047,3.0
45822,5.0
32506,3.0
31107,5.0
46415,3.0
15301,2.0
31546,3.0
40556,7.0
29482,0.0
17566,6.0
43233,0.0
23748,3.0
46959,6.0
11620,2.0
26882,5.0
40128,2.0
31651,0.0
34423,7.0
37368,2.0
29341,2.0
30393,5.0
20382,5.0
44273,5.0
32402,0.0
4385,5.0
21559,4.0
44177,5.0
42349,2.0
16086,6.0
39350,7.0
19006,0.0
42044,7.0
24954,2.0
25153,0.0
10418,7.0
29690,6.0
798,5.0
21857,5.0
49901,7.0
48649,0.0
49122,1.0
47678,2.0
37186,5.0
39584,2.0
28245,5.0
28684,2.0
26273,5.0
39212,3.0
19245,2.0
12346,6.0
17479,3.0
7626,5.0
38702,7.0
2629,3.0
1629,7.0
27528,0.0
43498,7.0
17861,5.0
30668,7.0
37068,5.0
5019,8.0
40545,0.0
28750,5.0
17415,2.0
46857,2.0
11058,0.0
8263,3.0
26297,3.0
36517,2.0
23717,7.0
32614,5.0
37353,2.0
44425,3.0
46598,2.0
43336,7.0
32470,7.0
13020,7.0
13327,5.0
18568,7.0
24620,2.0
28416,7.0
8396,5.0
19708,0.0
7889,0.0
773,6.0
14086,4.0
42855,8.0
161,3.0
44607,7.0
34854,5.0
23128,5.0
27840,7.0
13062,5.0
46619,0.0
24131,0.0
22852,6.0
44289,0.0
33402,1.0
25856,5.0
1611,0.0
11877,5.0
48686,6.0
14201,3.0
30249,5.0
38436,7.0
43517,7.0
16193,5.0
35135,7.0
37728,5.0
22992,7.0
25950,6.0
15611,2.0
17339,1.0
24998,7.0
37404,3.0
8293,8.0
8581,0.0
8419,2.0
44046,5.0
27553,0.0
46851,3.0
21972,5.0
16526,5.0
1299,2.0
1848,0.0
12603,5.0
3368,5.0
19874,2.0
6731,1.0
15506,5.0
42045,1.0
39324,0.0
43300,2.0
46713,5.0
6514,2.0
17059,6.0
13995,7.0
16303,1.0
29577,7.0
48365,7.0
45744,2.0
21528,7.0
19484,5.0
3058,2.0
13294,5.0
2038,5.0
27695,7.0
45116,5.0
24517,7.0
33142,1.0
15222,0.0
13904,2.0
46111,2.0
24383,7.0
31457,5.0
36281,3.0
35360,3.0
24859,5.0
43516,5.0
15915,2.0
5602,2.0
26335,5.0
18926,2.0
30242,4.0
24685,6.0
23331,2.0
24742,1.0
22716,4.0
22288,5.0
49210,2.0
5004,7.0
10,5.0
2086,5.0
8187,7.0
44281,0.0
11229,0.0
45386,5.0
1195,6.0
17432,3.0
2287,5.0
35696,3.0
11687,2.0
779,5.0
49847,7.0
41149,6.0
25958,2.0
12833,0.0
7892,5.0
39337,7.0
20698,0.0
29617,5.0
16887,4.0
25115,5.0
40183,2.0
27790,5.0
46930,5.0
4796,5.0
9233,1.0
537,0.0
45995,2.0
12666,5.0
23415,5.0
17653,1.0
26653,0.0
37149,3.0
26847,0.0
427,4.0
37018,3.0
8543,1.0
23763,3.0
7995,1.0
33336,7.0
4721,7.0
39564,7.0
17018,0.0
44532,1.0
23175,5.0
19183,7.0
36309,1.0
42481,7.0
35831,6.0
22143,0.0
44757,8.0
25146,7.0
14630,0.0
26665,5.0
13403,7.0
34336,2.0
11023,1.0
40747,0.0
29322,0.0
20247,5.0
3810,7.0
23559,7.0
43020,4.0
35045,7.0
6017,5.0
1124,0.0
1140,0.0
25328,1.0
5697,5.0
21575,5.0
41779,3.0
25873,5.0
24943,2.0
24492,5.0
31152,3.0
22267,3.0
48262,3.0
32687,0.0
15515,5.0
3048,5.0
35732,5.0
40188,6.0
26174,3.0
39369,3.0
44162,6.0
24477,0.0
24069,3.0
32480,3.0
36838,3.0
3280,0.0
22484,2.0
25257,6.0
16258,2.0
3260,2.0
37943,0.0
18319,0.0
49004,5.0
21397,2.0
2025,5.0
2708,4.0
35145,0.0
40896,2.0
31782,0.0
25227,5.0
31225,4.0
35020,5.0
8001,0.0
6678,7.0
41700,2.0
21850,6.0
16510,5.0
8924,0.0
19243,2.0
26791,2.0
32934,5.0
20643,5.0
14432,3.0
33372,1.0
12530,5.0
38695,7.0
34392,0.0
18146,3.0
37802,5.0
160,3.0
18670,7.0
29029,0.0
33800,7.0
41708,7.0
27358,6.0
21661,3.0
2475,2.0
10734,5.0
25147,5.0
6939,7.0
24668,2.0
33117,3.0
14976,7.0
22881,5.0
47118,3.0
47954,3.0
39511,2.0
5063,2.0
18306,3.0
31164,2.0
17272,7.0
49209,5.0
2759,5.0
7899,3.0
12667,2.0
6482,2.0
23309,3.0
49842,5.0
16529,8.0
22082,1.0
9780,5.0
10804,1.0
649,7.0
41875,0.0
34187,5.0
28820,0.0
17770,7.0
37421,7.0
15099,0.0
49554,2.0
21531,2.0
26265,2.0
34764,7.0
48163,3.0
2087,0.0
45634,3.0
9255,5.0
31987,2.0
35687,7.0
16473,2.0
32985,1.0
39327,3.0
34773,3.0
47754,2.0
46135,2.0
23991,7.0
25039,5.0
36080,2.0
45066,2.0
43279,0.0
33915,1.0
421,7.0
47631,3.0
2314,5.0
38237,6.0
20813,6.0
27208,5.0
33355,7.0
43167,0.0
3703,7.0
2673,1.0
18351,7.0
1160,7.0
3073,2.0
31202,2.0
16552,3.0
23878,5.0
27294,7.0
32093,5.0
10223,1.0
21418,5.0
12146,5.0
3266,7.0
6384,2.0
44007,0.0
43979,3.0
10138,0.0
29014,5.0
839,2.0
17857,1.0
46811,1.0
527,5.0
34172,3.0
2551,0.0
22548,2.0
12587,2.0
22996,0.0
37572,3.0
1616,5.0
23429,5.0
18098,2.0
11134,7.0
11155,3.0
46461,0.0
41154,0.0
40166,2.0
5758,5.0
447,0.0
18542,7.0
43409,5.0
31929,7.0
29806,2.0
39303,3.0
1734,5.0
10025,5.0
28301,4.0
26300,5.0
