customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,percentage_of_products_bought_promotion,age,loyalty_member,years_as_customer,educ_years,gender_binary
41144,1.0,1.0,1.0,1.0,18011.0,560.0,11.0,432.0,275.0,1502.0,2202.0,3654.0,1696.0,3503.0,2547.0,144.0,0.0248682708223784,63,0,21.0,12,1
23287,1.0,1.0,1.0,1.0,20161.0,1907.0,17.0,536.0,533.0,1478.0,2411.0,3661.0,1875.0,4219.0,3538.0,115.0,0.051446194837922,78,1,20.0,12,0
24255,1.0,1.0,1.0,1.0,19663.0,8568.0,11.0,660.0,711.0,1724.0,2484.0,3641.0,1984.0,4181.0,2673.0,143.0,0.0946652251821248,52,1,13.0,12,1
11730,1.0,1.0,0.0,1.0,14867.0,4570.0,10.0,383.0,404.0,689.0,2218.0,4426.0,2039.0,3774.0,3045.0,86.0,0.0245481983511234,43,1,17.0,15,0
14371,1.0,1.0,1.0,,17394.0,8205.0,6.0,392.0,144.0,606.0,1591.0,3392.0,2432.0,4043.0,2081.0,121.0,-0.17026528586594,79,1,18.0,20,1
49324,1.0,1.0,1.0,1.0,16271.0,6100.0,22.0,460.0,901.0,878.0,2006.0,4012.0,2682.0,4280.0,2842.0,62.0,0.1409866171711722,69,0,17.0,12,1
45010,1.0,1.0,0.0,1.0,20049.0,12132.0,17.0,419.0,330.0,1324.0,1602.0,4146.0,2631.0,3450.0,2637.0,75.0,0.2021521410326567,50,0,13.0,12,1
1029,1.0,1.0,1.0,2.0,13375.0,13763.0,7.0,489.0,766.0,1331.0,1457.0,4034.0,1813.0,4294.0,1781.0,108.0,-0.161528409438389,51,1,17.0,15,1
15319,1.0,1.0,1.0,2.0,16206.0,9862.0,10.0,620.0,659.0,534.0,2447.0,4126.0,1761.0,3979.0,3793.0,60.0,0.1699200558085149,43,1,18.0,15,0
27687,1.0,1.0,1.0,2.0,12551.0,8332.0,17.0,384.0,609.0,773.0,2617.0,4102.0,2098.0,3760.0,3360.0,48.0,0.2196024468356344,80,0,9.0,12,0
35063,1.0,1.0,0.0,2.0,18385.0,8948.0,17.0,325.0,322.0,469.0,2397.0,3003.0,2720.0,4072.0,2650.0,127.0,0.0442115549689098,40,0,12.0,12,1
44224,1.0,1.0,1.0,1.0,25165.0,7422.0,17.0,526.0,319.0,1244.0,1973.0,4521.0,1866.0,4271.0,1854.0,56.0,0.0529367458951187,32,0,11.0,12,0
6631,1.0,1.0,0.0,1.0,11828.0,5732.0,8.0,459.0,633.0,222.0,2104.0,4590.0,1768.0,4084.0,2413.0,113.0,0.1411794773102658,84,1,17.0,15,1
14485,1.0,1.0,1.0,1.0,10300.0,6244.0,10.0,363.0,559.0,528.0,2587.0,3373.0,1655.0,4519.0,3205.0,47.0,0.1070732065216411,39,1,12.0,17,0
12820,1.0,1.0,1.0,3.0,15655.0,8249.0,20.0,421.0,791.0,909.0,2797.0,4108.0,2091.0,3693.0,2642.0,7.0,0.0534971089838508,33,1,11.0,20,0
25084,1.0,1.0,0.0,2.0,18386.0,15127.0,6.0,535.0,367.0,1166.0,1546.0,4084.0,2357.0,3944.0,2386.0,115.0,0.088376034720326,55,1,11.0,12,0
3405,1.0,1.0,1.0,1.0,19390.0,4952.0,19.0,488.0,429.0,522.0,1708.0,4767.0,1812.0,4372.0,3127.0,19.0,0.0718206736339592,55,1,11.0,20,0
46369,1.0,1.0,0.0,2.0,15247.0,8155.0,9.0,496.0,706.0,494.0,1980.0,3962.0,1185.0,3956.0,3117.0,120.0,0.1974467568044206,26,0,3.0,12,0
11930,1.0,1.0,0.0,1.0,15135.0,6839.0,8.0,604.0,718.0,892.0,2653.0,4169.0,2539.0,4203.0,3600.0,106.0,-0.1299900760149374,34,1,10.0,17,1
37986,1.0,1.0,1.0,1.0,17670.0,7402.0,18.0,559.0,982.0,344.0,1667.0,3839.0,2006.0,4282.0,3334.0,112.0,0.2417553650225839,57,0,15.0,12,0
45907,1.0,1.0,0.0,1.0,9804.0,997.0,17.0,569.0,791.0,992.0,1955.0,3947.0,1539.0,3860.0,2945.0,93.0,0.1350083639063621,36,0,13.0,12,1
46939,1.0,1.0,1.0,1.0,9296.0,5599.0,20.0,514.0,953.0,1510.0,2299.0,4289.0,1978.0,3566.0,3019.0,122.0,0.2040105490789639,41,0,16.0,12,0
154,1.0,1.0,1.0,,2704.0,5387.0,9.0,625.0,790.0,621.0,1954.0,3910.0,1731.0,3891.0,3496.0,104.0,0.1129920539410404,57,1,13.0,15,1
15685,1.0,1.0,0.0,2.0,19346.0,11364.0,7.0,540.0,871.0,1252.0,1731.0,4046.0,1398.0,4269.0,2799.0,85.0,-0.0333570022626114,49,1,15.0,20,1
18709,1.0,1.0,0.0,1.0,19140.0,5322.0,,533.0,473.0,927.0,2239.0,3828.0,2820.0,4291.0,3266.0,69.0,-0.0719734323699799,34,1,13.0,15,1
36846,1.0,1.0,0.0,2.0,21040.0,6932.0,16.0,376.0,225.0,537.0,2230.0,3384.0,2107.0,4059.0,3022.0,118.0,-0.0705641168297183,68,0,11.0,12,1
46770,1.0,1.0,1.0,1.0,18910.0,5421.0,17.0,480.0,371.0,1358.0,1705.0,3466.0,1988.0,4038.0,3671.0,102.0,-0.1174089534893443,34,0,14.0,12,1
41971,1.0,1.0,0.0,1.0,11404.0,9840.0,,382.0,834.0,1308.0,2386.0,4576.0,1746.0,3912.0,3211.0,13.0,0.1695454700987704,63,0,15.0,12,0
48008,1.0,1.0,1.0,2.0,15443.0,10617.0,10.0,488.0,486.0,1557.0,2344.0,3943.0,1620.0,4177.0,2955.0,76.0,0.0172504925095711,39,0,17.0,12,1
41019,1.0,1.0,1.0,2.0,15658.0,2585.0,12.0,334.0,610.0,1294.0,2154.0,3940.0,1987.0,3704.0,3454.0,56.0,-0.0680838078242887,72,0,20.0,12,0
22525,1.0,,1.0,1.0,19503.0,8069.0,13.0,586.0,712.0,826.0,1959.0,3804.0,2714.0,4313.0,1819.0,130.0,0.1750859511038393,82,1,15.0,12,1
31462,1.0,1.0,0.0,1.0,14127.0,10387.0,22.0,492.0,736.0,1187.0,2011.0,4286.0,1850.0,3597.0,2962.0,146.0,0.0962933629849291,66,0,16.0,12,1
9681,1.0,1.0,0.0,3.0,15650.0,14170.0,17.0,600.0,679.0,1000.0,2504.0,3954.0,2525.0,3777.0,2860.0,26.0,0.0244335731738315,37,1,14.0,20,1
25207,1.0,1.0,0.0,1.0,11746.0,5392.0,24.0,702.0,634.0,912.0,2547.0,4247.0,1315.0,4086.0,2849.0,9.0,-0.0784418691420181,46,1,13.0,12,0
45080,1.0,1.0,0.0,1.0,12389.0,11384.0,10.0,556.0,542.0,700.0,2187.0,4008.0,1824.0,3958.0,3372.0,65.0,0.1480758508197232,65,0,8.0,12,1
48823,1.0,1.0,0.0,1.0,18254.0,7621.0,17.0,433.0,567.0,1625.0,1616.0,3868.0,2185.0,4081.0,1652.0,149.0,-0.1732642820092645,73,0,12.0,12,1
28826,1.0,1.0,1.0,1.0,21251.0,9145.0,12.0,510.0,718.0,1446.0,1880.0,3172.0,1756.0,3544.0,3269.0,160.0,0.0252274797751716,64,0,15.0,12,1
37796,1.0,1.0,0.0,1.0,12487.0,4338.0,12.0,442.0,447.0,1058.0,2263.0,4528.0,1761.0,4069.0,2933.0,71.0,0.0626022458591065,74,0,8.0,12,0
32660,1.0,1.0,0.0,1.0,10720.0,8611.0,16.0,546.0,677.0,85.0,2191.0,3772.0,2532.0,3452.0,2989.0,50.0,0.1557247210712884,40,0,14.0,12,0
27313,1.0,1.0,0.0,2.0,18523.0,5512.0,8.0,517.0,535.0,1705.0,2362.0,3680.0,1941.0,4674.0,3304.0,60.0,-0.1355217476423197,73,0,20.0,12,0
38390,1.0,1.0,1.0,2.0,11975.0,9522.0,17.0,525.0,635.0,303.0,2457.0,3702.0,2543.0,4262.0,3184.0,67.0,-0.1970541988183931,80,0,12.0,12,1
49556,1.0,1.0,0.0,1.0,20195.0,5027.0,17.0,663.0,591.0,110.0,1225.0,3917.0,1379.0,4084.0,2865.0,146.0,0.2129430352451355,63,0,13.0,12,1
42486,1.0,1.0,0.0,1.0,10291.0,2328.0,14.0,662.0,678.0,1719.0,1590.0,4365.0,1295.0,3843.0,3110.0,128.0,0.027680069787729,64,0,18.0,12,0
48673,,1.0,0.0,1.0,12398.0,4616.0,19.0,388.0,847.0,1296.0,2444.0,3706.0,2251.0,4028.0,3000.0,4.0,0.2121159777628841,66,0,11.0,12,1
3809,1.0,1.0,1.0,1.0,18743.0,18636.0,13.0,585.0,278.0,18.0,1574.0,3472.0,2363.0,3492.0,2747.0,113.0,0.0332488857642145,32,1,10.0,15,1
43301,1.0,1.0,1.0,3.0,11760.0,8309.0,11.0,385.0,784.0,101.0,2440.0,4275.0,1157.0,3825.0,3028.0,118.0,0.115360944051645,65,0,15.0,12,1
34609,1.0,1.0,0.0,2.0,5752.0,13555.0,15.0,594.0,865.0,1586.0,2321.0,4548.0,1610.0,3615.0,3305.0,216.0,0.0699250989119396,47,0,16.0,12,1
3311,1.0,1.0,1.0,1.0,18458.0,4785.0,12.0,576.0,371.0,1041.0,2639.0,3682.0,1149.0,4853.0,2823.0,161.0,0.1086472975972331,71,1,16.0,20,1
42448,1.0,1.0,1.0,1.0,15587.0,6400.0,13.0,485.0,430.0,1332.0,2232.0,4363.0,2188.0,4718.0,2802.0,21.0,0.2005937846768207,30,0,8.0,12,0
48358,1.0,1.0,0.0,2.0,4841.0,4740.0,9.0,453.0,391.0,413.0,2246.0,3364.0,1399.0,3434.0,2842.0,59.0,0.1016281055231466,65,0,16.0,12,0
42385,1.0,1.0,1.0,1.0,12260.0,8055.0,17.0,647.0,559.0,589.0,1729.0,4322.0,2517.0,4381.0,2727.0,6.0,0.0793093679618763,56,0,8.0,12,1
26667,1.0,1.0,1.0,1.0,15605.0,6527.0,11.0,567.0,988.0,1098.0,2063.0,3802.0,1900.0,4016.0,2930.0,53.0,0.163108840633515,45,0,18.0,12,1
44076,1.0,1.0,1.0,1.0,15336.0,3093.0,13.0,573.0,421.0,525.0,1815.0,3269.0,1651.0,4002.0,2685.0,108.0,0.1501789544383564,67,0,15.0,12,0
17356,1.0,1.0,1.0,2.0,13743.0,4366.0,9.0,502.0,474.0,2195.0,2549.0,4084.0,2140.0,3827.0,2989.0,130.0,0.0716923400423426,38,1,14.0,17,1
42990,1.0,1.0,,1.0,21741.0,10469.0,8.0,445.0,543.0,605.0,1891.0,4109.0,2580.0,3813.0,3462.0,80.0,-0.0520069383423091,40,0,11.0,12,0
38698,1.0,1.0,1.0,,21739.0,9960.0,15.0,417.0,603.0,798.0,2272.0,3716.0,1318.0,4176.0,3410.0,135.0,-0.1838645053134319,50,0,11.0,12,0
16010,1.0,1.0,0.0,1.0,17282.0,13162.0,17.0,452.0,930.0,1277.0,1867.0,3681.0,2048.0,4006.0,2878.0,46.0,0.1042322318849333,36,1,16.0,17,1
11302,1.0,1.0,1.0,2.0,14348.0,3304.0,9.0,653.0,608.0,991.0,1541.0,4405.0,2652.0,3549.0,2460.0,87.0,-0.007555069615421,71,1,13.0,20,1
41886,1.0,1.0,0.0,2.0,14728.0,4734.0,16.0,448.0,549.0,560.0,1773.0,4103.0,2048.0,4236.0,3246.0,182.0,-0.0426136730895427,29,0,6.0,12,0
18003,1.0,1.0,0.0,1.0,19438.0,11376.0,9.0,531.0,618.0,1264.0,2510.0,3460.0,2759.0,3455.0,2955.0,173.0,0.0315670960762298,76,1,20.0,17,1
5586,1.0,1.0,0.0,1.0,15595.0,14194.0,8.0,348.0,992.0,1022.0,1883.0,4556.0,1875.0,4522.0,3781.0,64.0,0.1812168430767248,38,1,17.0,15,0
11494,1.0,1.0,1.0,1.0,17306.0,10272.0,11.0,608.0,407.0,1157.0,1587.0,4724.0,1746.0,4244.0,3650.0,84.0,0.0618533001334842,79,1,17.0,17,0
49044,1.0,1.0,1.0,1.0,22254.0,5636.0,11.0,630.0,248.0,432.0,1872.0,4051.0,1741.0,3989.0,2838.0,90.0,0.0467575208348185,82,0,13.0,12,1
21660,1.0,1.0,1.0,1.0,7806.0,11641.0,17.0,549.0,437.0,1377.0,2220.0,4161.0,2329.0,4593.0,2721.0,177.0,0.0919628307949898,48,1,11.0,12,0
35636,1.0,1.0,1.0,1.0,13109.0,5689.0,17.0,554.0,463.0,1192.0,1907.0,4490.0,1742.0,3815.0,2605.0,168.0,0.0492811592673062,61,0,16.0,12,1
20445,1.0,1.0,0.0,2.0,9856.0,9388.0,20.0,244.0,532.0,1306.0,2126.0,3945.0,1977.0,3716.0,2803.0,93.0,0.0065583285275149,59,1,20.0,12,0
39236,1.0,1.0,1.0,1.0,12949.0,835.0,9.0,488.0,566.0,724.0,1836.0,4126.0,2218.0,3335.0,3019.0,72.0,0.1020303964539433,71,0,17.0,12,0
33477,1.0,1.0,1.0,2.0,14099.0,9500.0,11.0,690.0,592.0,982.0,1544.0,3938.0,2596.0,3737.0,2617.0,119.0,0.0335277803659848,70,0,16.0,12,0
18539,1.0,1.0,1.0,1.0,8919.0,15286.0,15.0,520.0,378.0,2000.0,2473.0,4218.0,2735.0,4705.0,2985.0,129.0,-0.0049379385618156,44,1,14.0,15,1
25390,1.0,1.0,1.0,1.0,12947.0,3740.0,17.0,353.0,618.0,878.0,1555.0,4052.0,1805.0,3840.0,2702.0,122.0,0.1889859336345376,28,0,5.0,12,0
48196,2.0,1.0,0.0,2.0,13513.0,8964.0,14.0,385.0,717.0,370.0,1927.0,4519.0,1961.0,4427.0,3608.0,209.0,0.0900246021272627,50,0,13.0,12,1
6716,1.0,1.0,1.0,1.0,14236.0,8416.0,17.0,473.0,419.0,1318.0,1299.0,3736.0,2175.0,3975.0,2660.0,31.0,-0.015521977998036,23,1,0.0,17,1
42886,1.0,1.0,0.0,1.0,11570.0,6177.0,12.0,587.0,673.0,588.0,2066.0,3747.0,1987.0,3995.0,3008.0,139.0,0.0393435084168113,75,0,15.0,12,0
3741,1.0,1.0,0.0,1.0,6862.0,5715.0,13.0,677.0,835.0,1206.0,1824.0,4060.0,2459.0,4217.0,2699.0,97.0,-0.0253307922899667,26,1,3.0,20,1
9109,1.0,1.0,0.0,1.0,13465.0,6441.0,13.0,414.0,628.0,115.0,1404.0,3980.0,1647.0,4912.0,3368.0,91.0,0.122732254713244,37,1,12.0,15,1
1477,1.0,1.0,1.0,2.0,14662.0,9307.0,9.0,455.0,417.0,539.0,1986.0,3455.0,1944.0,3932.0,3131.0,21.0,0.0697187635072231,71,1,11.0,15,0
39006,1.0,1.0,1.0,1.0,12079.0,2162.0,11.0,607.0,806.0,1047.0,1736.0,3987.0,1719.0,4625.0,2373.0,74.0,0.1511570385235371,46,0,15.0,12,1
18255,1.0,1.0,0.0,1.0,6246.0,15349.0,17.0,565.0,625.0,853.0,2001.0,4285.0,1611.0,4211.0,3155.0,139.0,0.0276583763439076,77,1,13.0,20,0
20281,1.0,1.0,1.0,2.0,12582.0,12756.0,9.0,442.0,228.0,379.0,3029.0,4363.0,1942.0,3892.0,2179.0,85.0,0.0538927714640933,51,1,17.0,20,0
9637,1.0,1.0,0.0,1.0,16666.0,12057.0,24.0,,546.0,1406.0,2184.0,3955.0,2482.0,3946.0,2574.0,145.0,0.0949710705419915,49,1,16.0,17,1
36935,1.0,1.0,0.0,1.0,18417.0,8770.0,13.0,479.0,578.0,1716.0,2359.0,4442.0,1300.0,3739.0,3480.0,99.0,-0.026792649994186,49,0,14.0,12,1
8222,1.0,1.0,0.0,1.0,19232.0,12278.0,17.0,658.0,501.0,605.0,1457.0,4571.0,2330.0,4034.0,3014.0,116.0,0.182231334386264,48,1,10.0,17,0
47462,1.0,1.0,0.0,1.0,12900.0,12185.0,12.0,635.0,593.0,375.0,2082.0,3730.0,1936.0,4241.0,2320.0,28.0,-0.0187466932467425,59,0,13.0,12,0
43119,1.0,1.0,1.0,1.0,19878.0,8068.0,17.0,459.0,699.0,908.0,2039.0,4871.0,2120.0,3708.0,3012.0,169.0,-0.1216786828823689,25,0,3.0,12,0
25463,1.0,1.0,0.0,3.0,16175.0,8329.0,16.0,552.0,579.0,957.0,1605.0,4426.0,2470.0,3852.0,3386.0,78.0,-0.009101321324499,83,0,17.0,12,1
44866,1.0,1.0,1.0,1.0,11504.0,5996.0,15.0,327.0,390.0,1458.0,1986.0,3633.0,1492.0,3851.0,3293.0,133.0,-0.1266510262595134,42,0,10.0,12,0
4064,1.0,1.0,0.0,2.0,15198.0,15320.0,9.0,396.0,451.0,1034.0,2036.0,4119.0,2040.0,4556.0,2491.0,73.0,0.0352237281758269,22,1,0.0,17,1
29399,1.0,1.0,1.0,2.0,4365.0,10067.0,8.0,425.0,627.0,1471.0,2444.0,4107.0,2292.0,3658.0,3329.0,178.0,-0.030731480806599,57,0,21.0,12,0
30790,1.0,1.0,0.0,2.0,11755.0,11572.0,12.0,469.0,680.0,958.0,2221.0,4788.0,1508.0,4013.0,2506.0,79.0,-0.070525537163161,40,0,17.0,12,1
28903,1.0,1.0,1.0,1.0,19673.0,5235.0,18.0,618.0,625.0,1115.0,2201.0,3021.0,1264.0,3654.0,3084.0,77.0,-0.1326397749943915,66,0,12.0,12,0
41181,1.0,1.0,0.0,1.0,18611.0,9915.0,17.0,471.0,565.0,1373.0,2297.0,4487.0,2477.0,4100.0,3038.0,78.0,0.2179860467623207,60,0,14.0,12,1
32340,1.0,1.0,1.0,1.0,10341.0,6460.0,9.0,495.0,856.0,976.0,2457.0,4196.0,2290.0,3775.0,3165.0,166.0,0.0989689703061878,44,0,19.0,12,1
6285,1.0,1.0,0.0,1.0,8870.0,5522.0,14.0,456.0,727.0,1840.0,2749.0,4259.0,2378.0,4053.0,2541.0,167.0,-0.0080315959266214,81,1,16.0,15,1
10450,1.0,1.0,0.0,1.0,16731.0,1998.0,15.0,491.0,638.0,1634.0,1406.0,3489.0,2160.0,3923.0,2871.0,152.0,0.0557400357319096,34,1,12.0,20,1
45891,1.0,1.0,0.0,1.0,13324.0,7804.0,11.0,414.0,699.0,1052.0,1833.0,4098.0,1258.0,3356.0,3241.0,189.0,0.23054985551697,76,0,14.0,12,1
49782,1.0,1.0,0.0,1.0,5193.0,3153.0,14.0,513.0,678.0,1153.0,1601.0,3960.0,1540.0,3615.0,3226.0,82.0,0.1391068513281718,78,0,12.0,12,1
12576,1.0,1.0,1.0,3.0,15083.0,10359.0,12.0,550.0,711.0,280.0,1660.0,3995.0,1881.0,4446.0,2686.0,105.0,-0.0528045309740437,59,1,13.0,20,0
14062,1.0,1.0,0.0,2.0,7292.0,12136.0,22.0,392.0,516.0,2501.0,1093.0,4110.0,1655.0,4353.0,3330.0,43.0,-0.1769963085205406,83,1,17.0,17,1
6628,1.0,1.0,0.0,2.0,12817.0,11189.0,10.0,489.0,450.0,1429.0,2272.0,4161.0,1579.0,3433.0,2959.0,64.0,-0.0877593230509246,73,1,16.0,15,0
13277,1.0,1.0,0.0,1.0,9964.0,7489.0,6.0,534.0,784.0,1681.0,1515.0,3740.0,2570.0,3516.0,3512.0,39.0,-0.0866671481078105,57,1,18.0,20,0
42657,1.0,1.0,0.0,1.0,11295.0,8421.0,13.0,525.0,970.0,250.0,2105.0,3571.0,2946.0,4851.0,2858.0,60.0,0.0908323587226557,49,0,12.0,12,1
45410,1.0,1.0,1.0,1.0,13880.0,6547.0,7.0,515.0,629.0,1266.0,2191.0,3684.0,2056.0,3487.0,2776.0,13.0,-0.1925444821318971,82,0,17.0,12,1
43658,1.0,1.0,0.0,1.0,13404.0,6378.0,8.0,448.0,760.0,1433.0,2583.0,3762.0,2124.0,3262.0,2820.0,174.0,0.0078992331019664,35,0,16.0,12,0
16403,1.0,1.0,1.0,2.0,14775.0,3199.0,6.0,590.0,483.0,1198.0,1850.0,4306.0,2651.0,4013.0,2457.0,136.0,0.0359055193848509,75,1,15.0,15,1
17049,1.0,1.0,0.0,1.0,12781.0,7052.0,11.0,365.0,896.0,1257.0,1728.0,4898.0,1435.0,3862.0,2688.0,131.0,0.1105334186431041,25,1,3.0,15,0
16151,1.0,1.0,0.0,1.0,12866.0,14385.0,17.0,340.0,730.0,1508.0,2212.0,4986.0,2208.0,4238.0,2590.0,49.0,0.0114587642309711,78,1,12.0,15,1
23951,1.0,1.0,0.0,2.0,10611.0,4495.0,20.0,336.0,674.0,1100.0,1685.0,3788.0,2034.0,4433.0,3501.0,67.0,0.0747682718018104,78,1,24.0,12,1
37164,1.0,1.0,0.0,1.0,9388.0,7627.0,8.0,560.0,497.0,768.0,1754.0,3976.0,2000.0,3854.0,2967.0,206.0,0.091575891933276,27,0,4.0,12,1
41285,1.0,1.0,0.0,1.0,13898.0,12214.0,10.0,463.0,534.0,1298.0,2432.0,4167.0,2982.0,3584.0,2948.0,10.0,-0.1617618304802062,78,0,16.0,12,1
12048,1.0,1.0,1.0,1.0,5354.0,10700.0,8.0,619.0,542.0,1074.0,2719.0,3889.0,2127.0,3796.0,2437.0,201.0,0.0871574544979927,70,1,12.0,15,0
37738,1.0,1.0,1.0,1.0,17744.0,10265.0,17.0,622.0,565.0,1287.0,1731.0,4141.0,1819.0,3467.0,3195.0,81.0,0.0499694545424605,77,0,13.0,12,0
48012,1.0,1.0,1.0,1.0,16421.0,10805.0,8.0,417.0,674.0,1248.0,2438.0,3350.0,2400.0,3704.0,2759.0,103.0,0.1692200811664262,57,0,13.0,12,1
23041,1.0,1.0,0.0,1.0,8735.0,12005.0,14.0,470.0,864.0,1102.0,2208.0,3916.0,1153.0,3977.0,2425.0,80.0,0.0455534765928795,57,1,14.0,12,1
