customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,percentage_of_products_bought_promotion,age,loyalty_member,years_as_customer,educ_years,gender_binary
220,1.0,1.0,1.0,3.0,5234.0,2448.0,10.0,53.0,869.0,186.0,454.0,2454.0,2182.0,996.0,906.0,2095.0,0.1176760059115858,74,1,20.0,20,1
31174,1.0,0.0,0.0,2.0,4318.0,2075.0,9.0,161.0,7.0,844.0,1008.0,2315.0,1919.0,1474.0,1865.0,200.0,0.3099697064036854,83,1,17.0,12,0
2947,0.0,1.0,1.0,3.0,6421.0,2636.0,11.0,244.0,565.0,1138.0,1539.0,2403.0,1722.0,1375.0,2157.0,594.0,0.176795943779987,47,1,20.0,20,1
14813,1.0,0.0,2.0,2.0,4587.0,1782.0,9.0,536.0,926.0,1306.0,825.0,2328.0,1739.0,1120.0,1461.0,263.0,0.2794102880046942,40,1,15.0,12,0
45046,1.0,1.0,1.0,2.0,5558.0,1952.0,11.0,255.0,884.0,1055.0,816.0,1936.0,1929.0,965.0,2298.0,365.0,0.2333953272520031,41,0,18.0,12,1
6155,1.0,1.0,1.0,3.0,2350.0,2929.0,10.0,434.0,791.0,486.0,349.0,2571.0,2260.0,216.0,1853.0,1018.0,0.2511607794995132,73,1,22.0,15,0
7476,1.0,0.0,1.0,1.0,2457.0,2123.0,17.0,120.0,715.0,1225.0,1285.0,1749.0,1932.0,1364.0,2199.0,752.0,0.1803632222434319,75,1,17.0,15,1
36790,1.0,1.0,1.0,2.0,6469.0,1635.0,11.0,,453.0,1554.0,1336.0,1857.0,2019.0,866.0,2248.0,1277.0,0.2142996409168559,39,1,20.0,12,1
16445,0.0,1.0,0.0,1.0,5312.0,2372.0,9.0,310.0,737.0,990.0,1615.0,2470.0,2027.0,1009.0,2373.0,963.0,0.1066228586919772,35,1,15.0,12,0
27287,1.0,1.0,1.0,1.0,4301.0,552.0,10.0,,613.0,1685.0,1704.0,2100.0,2415.0,1221.0,2485.0,251.0,0.1631415732208094,75,1,16.0,12,0
25767,0.0,1.0,2.0,2.0,4807.0,2198.0,9.0,292.0,435.0,1064.0,661.0,1698.0,2430.0,1115.0,1907.0,1493.0,0.1793204615276022,49,1,19.0,12,1
29671,1.0,2.0,1.0,3.0,8663.0,1161.0,6.0,396.0,1272.0,768.0,1634.0,1476.0,2390.0,725.0,1839.0,2251.0,0.2305372673228122,51,1,21.0,12,1
25094,1.0,1.0,1.0,2.0,6636.0,156.0,10.0,179.0,746.0,987.0,1111.0,2224.0,1384.0,904.0,2037.0,966.0,0.148047234410138,57,1,14.0,12,1
27252,1.0,0.0,0.0,2.0,6414.0,121.0,6.0,175.0,769.0,1457.0,402.0,962.0,2050.0,732.0,1660.0,1352.0,0.2196135756842722,36,1,13.0,12,1
26619,2.0,1.0,0.0,3.0,3829.0,3530.0,7.0,487.0,531.0,77.0,1706.0,2015.0,1809.0,1629.0,2185.0,1224.0,0.0874122537322895,63,1,18.0,12,0
14163,1.0,1.0,0.0,3.0,5081.0,1427.0,11.0,358.0,464.0,1641.0,1025.0,,1696.0,1269.0,2031.0,707.0,0.1919871590827085,73,1,14.0,15,0
32719,1.0,1.0,1.0,2.0,4371.0,1153.0,17.0,266.0,745.0,1272.0,2158.0,1912.0,1440.0,1298.0,1858.0,1255.0,0.0291790831358679,60,1,20.0,12,1
30750,0.0,1.0,1.0,2.0,5512.0,1495.0,11.0,55.0,715.0,1659.0,964.0,2297.0,1578.0,1247.0,1685.0,145.0,0.211493481072813,56,1,17.0,12,1
29931,0.0,0.0,0.0,2.0,5804.0,3259.0,6.0,297.0,388.0,653.0,276.0,1427.0,1699.0,830.0,1949.0,2009.0,-0.0150633104701383,42,1,10.0,12,1
19483,2.0,1.0,1.0,2.0,3152.0,31.0,12.0,188.0,215.0,962.0,746.0,1908.0,2216.0,844.0,1831.0,2828.0,0.0777446005033368,79,1,15.0,12,1
28719,1.0,1.0,1.0,2.0,5980.0,355.0,12.0,316.0,691.0,1438.0,1911.0,2323.0,2277.0,1205.0,2080.0,1685.0,0.2437007998315429,31,1,9.0,12,1
12307,1.0,1.0,0.0,2.0,5324.0,2054.0,,159.0,433.0,580.0,973.0,2536.0,1476.0,919.0,2189.0,1694.0,0.0886377206332634,25,1,3.0,20,1
4835,1.0,0.0,1.0,2.0,5735.0,2227.0,12.0,404.0,267.0,770.0,567.0,2477.0,2499.0,492.0,2003.0,718.0,0.1930807083995232,65,1,14.0,20,0
48013,0.0,1.0,,,6287.0,2111.0,9.0,435.0,731.0,109.0,1431.0,,1780.0,1243.0,1794.0,1959.0,0.184761813968276,75,0,18.0,12,1
26648,1.0,0.0,1.0,2.0,4417.0,2831.0,12.0,404.0,648.0,1148.0,1403.0,2349.0,846.0,864.0,1714.0,813.0,0.2861586695292538,69,1,19.0,12,0
40099,1.0,1.0,1.0,3.0,6899.0,410.0,11.0,344.0,417.0,1093.0,1182.0,1707.0,2065.0,1248.0,2074.0,572.0,0.0031160967684473,30,0,8.0,12,0
13290,2.0,0.0,1.0,3.0,6841.0,1333.0,9.0,114.0,927.0,777.0,1232.0,2153.0,2404.0,1188.0,1928.0,1187.0,0.2090952052027883,56,1,22.0,15,1
9479,0.0,1.0,1.0,2.0,4738.0,3907.0,9.0,329.0,259.0,950.0,807.0,2235.0,1481.0,1187.0,2114.0,2048.0,0.0166383389698189,67,1,19.0,15,0
11990,1.0,0.0,1.0,3.0,2658.0,71.0,10.0,296.0,248.0,644.0,2138.0,2531.0,2196.0,684.0,2626.0,1358.0,0.2689382205512212,25,1,2.0,20,1
2031,1.0,0.0,2.0,3.0,5668.0,1877.0,10.0,341.0,541.0,1733.0,345.0,1715.0,1575.0,1017.0,2545.0,457.0,0.0316628497279618,46,1,13.0,20,1
5932,1.0,1.0,1.0,2.0,4104.0,2402.0,6.0,411.0,688.0,732.0,1310.0,2446.0,2064.0,1309.0,1608.0,2071.0,0.1718483534084176,83,1,16.0,17,0
26646,1.0,1.0,0.0,2.0,5742.0,2127.0,8.0,243.0,502.0,1371.0,1088.0,1942.0,1589.0,1295.0,2121.0,120.0,0.1765402059140052,64,1,13.0,12,0
5943,1.0,1.0,0.0,1.0,5065.0,1619.0,7.0,434.0,782.0,1509.0,1620.0,1447.0,2745.0,958.0,1511.0,814.0,0.2481560395619662,70,1,17.0,17,0
13474,1.0,1.0,1.0,3.0,3759.0,3027.0,13.0,512.0,600.0,1172.0,768.0,2167.0,1785.0,965.0,2257.0,1521.0,0.1853263445658304,55,1,15.0,17,1
8167,1.0,1.0,1.0,2.0,5232.0,3154.0,7.0,279.0,778.0,1747.0,1045.0,1312.0,2431.0,1006.0,2912.0,648.0,0.2300645520777608,46,1,18.0,20,0
28085,1.0,0.0,2.0,2.0,4058.0,3244.0,8.0,45.0,457.0,1391.0,740.0,2714.0,2392.0,972.0,2284.0,1186.0,0.2581798389634007,69,1,17.0,12,1
40445,1.0,1.0,2.0,2.0,4989.0,2333.0,,247.0,274.0,662.0,607.0,2333.0,1876.0,957.0,1762.0,1150.0,0.2760954432268858,56,0,14.0,12,0
19986,1.0,1.0,1.0,2.0,2860.0,1520.0,7.0,216.0,661.0,942.0,471.0,1441.0,2041.0,771.0,2079.0,598.0,0.1452921251128894,81,1,19.0,12,1
15600,1.0,1.0,0.0,3.0,5719.0,1059.0,8.0,266.0,821.0,867.0,601.0,2747.0,2078.0,825.0,2048.0,814.0,0.1264791028401549,29,1,6.0,12,1
1099,2.0,0.0,1.0,1.0,4927.0,98.0,11.0,232.0,523.0,1140.0,1418.0,1970.0,1814.0,1042.0,1929.0,1221.0,0.0845546630179485,73,1,15.0,15,1
3480,1.0,1.0,2.0,2.0,3129.0,3260.0,10.0,397.0,447.0,1474.0,1285.0,,2506.0,1063.0,2092.0,815.0,0.1784186959768328,50,1,18.0,20,1
36488,1.0,0.0,1.0,2.0,8598.0,3238.0,10.0,306.0,340.0,799.0,725.0,1897.0,2080.0,758.0,1581.0,320.0,0.1597708985499111,66,1,16.0,12,1
15705,1.0,1.0,1.0,2.0,4257.0,351.0,17.0,250.0,878.0,1075.0,1492.0,2058.0,1329.0,865.0,2220.0,773.0,0.1765941933879085,26,1,3.0,12,1
2634,1.0,2.0,1.0,2.0,5578.0,790.0,9.0,506.0,433.0,745.0,1127.0,2619.0,2320.0,502.0,1640.0,1557.0,0.1770576460108424,81,1,13.0,15,1
45103,1.0,0.0,0.0,3.0,6031.0,2383.0,10.0,173.0,433.0,1210.0,999.0,2090.0,2513.0,1242.0,1745.0,1360.0,0.2080833117140857,58,0,15.0,12,1
12834,1.0,1.0,1.0,2.0,3707.0,1620.0,8.0,325.0,385.0,749.0,1070.0,,1964.0,1096.0,1140.0,1420.0,0.0593810324619061,56,1,20.0,20,0
47142,1.0,1.0,0.0,,4692.0,3769.0,8.0,309.0,458.0,1400.0,1366.0,2185.0,1649.0,704.0,2199.0,388.0,0.0497707060850774,60,0,21.0,12,1
47481,1.0,0.0,1.0,3.0,4483.0,2575.0,7.0,220.0,682.0,564.0,1433.0,1707.0,3029.0,888.0,1603.0,799.0,0.0339561605011945,74,0,16.0,12,0
17929,1.0,1.0,1.0,2.0,4520.0,20.0,8.0,177.0,530.0,918.0,1055.0,1504.0,2401.0,833.0,2052.0,2163.0,0.3319263965672533,58,1,18.0,12,0
23873,1.0,1.0,1.0,3.0,4796.0,1659.0,6.0,471.0,808.0,686.0,996.0,2557.0,2092.0,1010.0,1471.0,99.0,0.3214574821601004,69,1,17.0,12,0
47321,1.0,0.0,1.0,1.0,6347.0,3.0,11.0,322.0,759.0,683.0,987.0,2306.0,911.0,630.0,1774.0,471.0,0.2072578629277239,78,0,20.0,12,1
2167,1.0,1.0,1.0,2.0,6045.0,4434.0,8.0,121.0,590.0,1066.0,541.0,1857.0,2643.0,880.0,1838.0,585.0,0.2153498076445866,26,1,4.0,17,0
24849,1.0,1.0,0.0,2.0,5954.0,2895.0,9.0,557.0,367.0,1819.0,1237.0,1876.0,2288.0,1199.0,2145.0,1210.0,0.2756781230746014,64,1,16.0,12,0
20283,2.0,0.0,1.0,2.0,5223.0,2404.0,10.0,379.0,824.0,762.0,1381.0,1572.0,2029.0,1414.0,2002.0,893.0,0.1490127882759307,84,1,12.0,12,0
24170,2.0,2.0,2.0,2.0,4544.0,1023.0,17.0,200.0,685.0,1731.0,930.0,1652.0,1801.0,1156.0,2453.0,456.0,0.1755357504797814,75,1,16.0,12,0
977,1.0,1.0,1.0,1.0,7478.0,2176.0,11.0,207.0,843.0,522.0,1412.0,2522.0,2224.0,939.0,2307.0,904.0,0.025394020908766,33,1,16.0,15,0
28246,1.0,1.0,1.0,2.0,5982.0,2709.0,10.0,122.0,694.0,1395.0,977.0,1649.0,2554.0,1410.0,2201.0,2065.0,0.2349387876039039,65,1,23.0,12,1
28409,1.0,1.0,1.0,2.0,7070.0,4954.0,7.0,399.0,523.0,825.0,1827.0,2240.0,1787.0,873.0,1687.0,1092.0,0.4423776280320939,41,1,19.0,12,1
30016,1.0,1.0,1.0,2.0,2190.0,817.0,10.0,335.0,533.0,971.0,1204.0,997.0,1163.0,1738.0,2668.0,871.0,0.2944726940021887,52,1,15.0,12,1
6390,1.0,1.0,1.0,2.0,3903.0,2712.0,11.0,340.0,465.0,1725.0,976.0,,1827.0,1125.0,2045.0,667.0,0.2601748192210316,78,1,19.0,17,1
42668,1.0,1.0,1.0,2.0,5667.0,682.0,8.0,259.0,685.0,823.0,1536.0,1646.0,2764.0,882.0,1962.0,2812.0,0.2010084655903947,64,0,22.0,12,1
9854,1.0,2.0,0.0,2.0,4815.0,1561.0,6.0,168.0,895.0,1066.0,820.0,2310.0,1947.0,422.0,2697.0,427.0,0.4487783441032443,82,1,18.0,15,0
45016,1.0,1.0,1.0,2.0,5549.0,2124.0,17.0,255.0,661.0,1056.0,675.0,2023.0,2616.0,980.0,1863.0,2339.0,0.0938536585435023,74,0,21.0,12,1
26147,1.0,1.0,1.0,2.0,4182.0,2322.0,9.0,210.0,514.0,1246.0,165.0,2131.0,1977.0,970.0,2054.0,114.0,0.0751604311839327,64,1,13.0,12,0
11066,2.0,1.0,1.0,2.0,3760.0,2161.0,9.0,295.0,352.0,1177.0,1212.0,1981.0,2077.0,868.0,2296.0,2892.0,0.2076758642886321,27,1,4.0,15,1
24418,1.0,1.0,0.0,2.0,4107.0,2291.0,8.0,304.0,761.0,297.0,1257.0,2170.0,2094.0,489.0,2211.0,1693.0,0.0630659347771215,53,1,19.0,12,0
25206,1.0,0.0,1.0,1.0,2797.0,1835.0,9.0,325.0,796.0,1716.0,1146.0,2127.0,2117.0,1179.0,2621.0,799.0,0.2403664684199626,58,1,16.0,12,1
45782,0.0,1.0,1.0,1.0,3434.0,3433.0,17.0,333.0,491.0,1000.0,1145.0,1762.0,2225.0,1155.0,2024.0,1139.0,0.2126196502004302,70,0,14.0,12,1
12865,1.0,0.0,1.0,2.0,2318.0,2067.0,14.0,228.0,947.0,895.0,690.0,2088.0,2761.0,940.0,2215.0,2005.0,0.1724098621742512,32,1,10.0,20,1
3055,1.0,1.0,1.0,1.0,2688.0,5044.0,8.0,379.0,496.0,989.0,1853.0,2586.0,2592.0,955.0,1849.0,1506.0,0.1795666230906608,47,1,14.0,20,0
4455,2.0,1.0,0.0,2.0,4547.0,1941.0,10.0,229.0,769.0,1496.0,868.0,2547.0,1978.0,1261.0,1253.0,202.0,0.1574451103279845,25,1,3.0,17,0
31563,1.0,0.0,1.0,2.0,7258.0,2401.0,8.0,202.0,718.0,510.0,823.0,1275.0,1960.0,1217.0,2364.0,1311.0,0.1579261179369013,72,1,22.0,12,0
1031,1.0,0.0,0.0,2.0,769.0,4064.0,10.0,473.0,827.0,1064.0,990.0,2191.0,2195.0,1461.0,1956.0,711.0,0.2535827262671342,76,1,18.0,20,0
7049,1.0,1.0,0.0,2.0,6061.0,3017.0,9.0,338.0,361.0,511.0,1231.0,2058.0,2361.0,675.0,1970.0,329.0,0.1530519427009469,27,1,5.0,17,1
8119,1.0,1.0,1.0,3.0,1952.0,807.0,17.0,447.0,431.0,714.0,1264.0,2494.0,2134.0,1395.0,2566.0,483.0,0.2506183230541253,75,1,18.0,15,0
26567,1.0,0.0,1.0,2.0,4375.0,1895.0,10.0,260.0,211.0,989.0,829.0,1926.0,1861.0,1179.0,2264.0,798.0,0.4667767783292493,47,1,20.0,12,1
21845,1.0,0.0,1.0,2.0,7304.0,1602.0,,423.0,469.0,1297.0,818.0,1859.0,2500.0,1418.0,1556.0,329.0,0.1138927954728755,63,1,20.0,12,0
19450,0.0,0.0,0.0,3.0,3736.0,208.0,10.0,315.0,553.0,451.0,1211.0,2161.0,1937.0,1025.0,2441.0,695.0,0.1885611031743898,47,1,16.0,12,0
21021,,1.0,1.0,2.0,5823.0,3299.0,,314.0,575.0,1004.0,251.0,1730.0,2303.0,1501.0,1720.0,356.0,0.2805228600443518,39,1,18.0,12,1
6501,0.0,1.0,1.0,3.0,5860.0,3417.0,9.0,304.0,570.0,692.0,493.0,2687.0,1676.0,1036.0,2399.0,1426.0,0.1029532584712048,39,1,12.0,17,1
10161,0.0,1.0,1.0,3.0,4141.0,5.0,8.0,282.0,564.0,536.0,1511.0,2233.0,2132.0,1311.0,1905.0,340.0,-0.0382855718189518,45,1,15.0,17,0
18942,2.0,1.0,,2.0,6706.0,4823.0,7.0,315.0,653.0,1374.0,1474.0,2395.0,2187.0,718.0,2296.0,697.0,0.0783619953324784,40,1,19.0,12,1
28946,1.0,,0.0,2.0,4634.0,144.0,10.0,339.0,668.0,1418.0,810.0,1924.0,1928.0,1026.0,2013.0,1201.0,0.3484766827661369,70,1,21.0,12,0
36399,1.0,1.0,1.0,2.0,5196.0,5311.0,10.0,315.0,762.0,938.0,1085.0,1809.0,2469.0,801.0,1925.0,1148.0,0.2954378661417828,80,1,19.0,12,0
23965,1.0,0.0,1.0,3.0,5674.0,3044.0,12.0,437.0,483.0,365.0,976.0,1801.0,2167.0,1048.0,1742.0,1438.0,0.100061815847502,53,1,19.0,12,1
26041,1.0,1.0,0.0,3.0,5826.0,1849.0,10.0,352.0,607.0,1112.0,1320.0,2811.0,2706.0,1618.0,2174.0,735.0,0.2027208700753766,29,1,6.0,12,1
12853,1.0,0.0,1.0,2.0,6715.0,2502.0,12.0,231.0,561.0,1359.0,1352.0,2574.0,2129.0,609.0,2130.0,1175.0,0.2947042994628073,82,1,18.0,17,0
44718,1.0,1.0,1.0,2.0,4542.0,618.0,8.0,433.0,615.0,1379.0,1481.0,1813.0,2491.0,1026.0,2237.0,836.0,0.2693511397069901,65,0,12.0,12,0
10655,1.0,1.0,1.0,3.0,4683.0,2221.0,6.0,312.0,752.0,1302.0,1044.0,1822.0,1867.0,898.0,1522.0,2943.0,0.0771892515541463,59,1,12.0,15,1
